timestamp,cpu_used_percent,cpu_idle_percent,mem_total_mb,mem_used_mb,disk_usage_percent,network_in_bytes,network_out_bytes,live_connections
2025-10-22 20:20:37.834,0.0,100.0,1024,335.11,90.0,1000,210407,58
2025-10-22 20:25:37.834,0.0,100.0,1024,735.46,90.0,1000,209315,81
2025-10-22 20:30:37.834,0.0,100.0,1024,569.31,90.0,1000,219563,72
2025-10-22 20:35:37.834,0.0,100.0,1024,577.03,90.0,1000,227460,73
2025-10-22 20:40:37.834,0.0,100.0,1024,594.74,90.0,1000,221588,73
2025-10-22 20:45:37.834,0.0,100.0,1024,394.66,90.0,1000,219607,61
2025-10-22 20:50:37.834,0.0,100.0,1024,408.42,90.0,1000,228432,62
2025-10-22 20:55:37.834,0.0,100.0,1024,470.43,90.0,1000,224844,65
2025-10-22 21:00:37.834,0.0,100.0,1024,611.07,90.0,1000,226208,73
2025-10-22 21:05:37.834,0.0,100.0,1024,414.78,90.0,1000,221361,61
2025-10-22 21:10:37.834,0.0,100.0,1024,366.76,90.0,1000,221675,57
2025-10-22 21:15:37.834,9.26,90.74,1024,803.9,90.0,1000,222344,99
2025-10-22 21:20:37.834,0.0,100.0,1024,318.45,90.0,1000,219553,53
2025-10-22 21:25:37.834,8.68,91.32,1024,718.18,90.0,1000,228080,93
2025-10-22 21:30:37.834,0.0,100.0,1024,710.67,90.0,1000,221166,76
2025-10-22 21:35:37.834,0.0,100.0,1024,459.37,90.0,1000,222088,61
2025-10-22 21:40:37.834,0.0,100.0,1024,376.64,90.0,1000,236356,58
2025-10-22 21:45:37.834,0.0,100.0,1024,381.76,90.0,1000,238847,58
2025-10-22 21:50:37.834,0.0,100.0,1024,664.28,90.0,1000,232475,73
2025-10-22 21:55:37.834,2.75,97.25,1024,636.32,90.0,1000,235255,77
2025-10-22 22:00:37.834,1.14,98.86,1024,707.97,90.0,1000,254711,80
2025-10-22 22:05:37.834,1.5,98.5,1024,787.19,90.0,1000,255025,85
2025-10-22 22:10:37.834,0.0,100.0,1024,661.47,90.0,1000,261374,76
2025-10-22 22:15:37.834,0.0,100.0,1024,387.0,90.0,1000,261415,59
2025-10-22 22:20:37.834,3.08,96.92,1024,431.84,90.0,1000,263619,67
2025-10-22 22:25:37.834,0.0,100.0,1024,738.4,90.0,1000,262993,79
2025-10-22 22:30:37.834,0.0,100.0,1024,414.36,90.0,1000,254848,59
2025-10-22 22:35:37.834,7.43,92.57,1024,344.33,90.0,1000,257840,68
2025-10-22 22:40:37.834,1.71,98.29,1024,667.28,90.0,1000,248056,75
2025-10-22 22:45:37.834,0.0,100.0,1024,513.29,90.0,1000,245556,62
2025-10-22 22:50:37.834,0.18,99.82,1024,778.26,90.0,1000,260850,80
2025-10-22 22:55:37.834,3.48,96.52,1024,640.13,90.0,1000,260274,78
2025-10-22 23:00:37.834,4.25,95.75,1024,353.49,90.0,1000,252888,61
2025-10-22 23:05:37.834,1.86,98.14,1024,792.5,90.0,1000,254815,82
2025-10-22 23:10:37.834,11.61,88.39,1024,439.58,90.0,1000,250387,78
2025-10-22 23:15:37.834,0.0,100.0,1024,479.85,90.0,1000,251256,60
2025-10-22 23:20:37.834,13.73,86.27,1024,513.16,90.0,1000,241843,85
2025-10-22 23:25:37.834,0.0,100.0,1024,333.43,90.0,1000,248081,50
2025-10-22 23:30:37.834,19.94,80.06,1024,561.42,90.0,1000,249078,99
2025-10-22 23:35:37.834,14.37,85.63,1024,370.34,90.0,1000,241063,77
2025-10-22 23:40:37.834,12.21,87.79,1024,512.5,90.0,1000,243940,82
2025-10-22 23:45:37.834,19.47,80.53,1024,486.76,90.0,1000,259422,95
2025-10-22 23:50:37.834,26.3,73.7,1024,702.89,90.0,1000,253055,119
2025-10-22 23:55:37.834,19.79,80.21,1024,718.42,90.0,1000,259116,109
2025-10-23 00:00:37.834,1.59,98.41,1024,385.75,90.0,1000,262459,57
2025-10-23 00:05:37.834,7.2,92.8,1024,494.87,90.0,1000,265686,74
2025-10-23 00:10:37.834,13.75,86.25,1024,498.36,90.0,1000,272888,87
2025-10-23 00:15:37.834,20.26,79.74,1024,384.72,90.0,1000,270672,92
2025-10-23 00:20:37.834,25.18,74.82,1024,716.01,90.0,1000,271890,120
2025-10-23 00:25:37.834,12.74,87.26,1024,669.3,90.0,1000,272676,95
2025-10-23 00:30:37.834,21.87,78.13,1024,404.68,90.0,1000,265831,95
2025-10-23 00:35:37.834,12.45,87.55,1024,494.96,90.0,1000,269501,84
2025-10-23 00:40:37.834,13.88,86.12,1024,361.37,90.0,1000,266601,78
2025-10-23 00:45:37.834,5.93,94.07,1024,628.84,90.0,1000,281243,82
2025-10-23 00:50:37.834,10.77,89.23,1024,369.34,90.0,1000,277180,75
2025-10-23 00:55:37.834,6.48,93.52,1024,812.0,90.0,1000,266618,91
2025-10-23 01:00:37.834,20.59,79.41,1024,706.91,90.0,1000,275581,112
2025-10-23 01:05:37.834,40.89,59.11,1024,507.0,90.0,1000,269627,136
2025-10-23 01:10:37.834,20.86,79.14,1024,603.42,90.0,1000,259921,104
2025-10-23 01:15:37.834,56.68,43.32,1024,773.81,90.0,1000,263021,179
2025-10-23 01:20:37.834,35.29,64.71,1024,590.9,90.0,1000,273681,132
2025-10-23 01:25:37.834,32.2,67.8,1024,396.54,90.0,1000,279580,116
2025-10-23 01:30:37.834,21.77,78.23,1024,501.1,90.0,1000,275006,103
2025-10-23 01:35:37.834,37.36,62.64,1024,738.89,90.0,1000,276034,145
2025-10-23 01:40:37.834,24.6,75.4,1024,637.04,90.0,1000,273735,116
2025-10-23 01:45:37.834,31.57,68.43,1024,640.37,90.0,1000,287022,131
2025-10-23 01:50:37.834,55.95,44.05,1024,751.01,90.0,1000,283524,181
2025-10-23 01:55:37.834,29.39,70.61,1024,764.91,90.0,1000,284316,134
2025-10-23 02:00:37.834,51.49,48.51,1024,778.13,90.0,1000,285670,175
2025-10-23 02:05:37.834,32.97,67.03,1024,355.76,90.0,1000,276388,116
2025-10-23 02:10:37.834,39.65,60.35,1024,585.79,90.0,1000,274845,142
2025-10-23 02:15:37.834,57.71,42.29,1024,686.34,90.0,1000,273432,180
2025-10-23 02:20:37.834,33.73,66.27,1024,694.75,90.0,1000,284447,139
2025-10-23 02:25:37.834,58.12,41.88,1024,617.84,90.0,1000,286008,179
2025-10-23 02:30:37.834,47.08,52.92,1024,392.6,90.0,1000,282981,146
2025-10-23 02:35:37.834,34.38,65.62,1024,715.48,90.0,1000,281820,142
2025-10-23 02:40:37.834,46.32,53.68,1024,675.9,90.0,1000,281284,162
2025-10-23 02:45:37.834,49.73,50.27,1024,351.3,90.0,1000,280973,149
2025-10-23 02:50:37.834,46.22,53.78,1024,544.67,90.0,1000,288393,156
2025-10-23 02:55:37.834,24.3,75.7,1024,396.28,90.0,1000,296222,109
2025-10-23 03:00:37.834,41.01,58.99,1024,479.99,90.0,1000,288297,143
2025-10-23 03:05:37.834,45.81,54.19,1024,316.46,90.0,1000,296840,144
2025-10-23 03:10:37.834,47.54,52.46,1024,512.17,90.0,1000,302851,160
2025-10-23 03:15:37.834,54.49,45.51,1024,588.74,90.0,1000,302429,177
2025-10-23 03:20:37.834,50.06,49.94,1024,624.43,90.0,1000,290638,170
2025-10-23 03:25:37.834,34.93,65.07,1024,646.91,90.0,1000,292339,145
2025-10-23 03:30:37.834,52.09,47.91,1024,735.38,90.0,1000,289507,181
2025-10-23 03:35:37.834,54.39,45.61,1024,417.52,90.0,1000,293946,167
2025-10-23 03:40:37.834,53.88,46.12,1024,368.89,90.0,1000,299119,165
2025-10-23 03:45:37.834,59.09,40.91,1024,743.19,90.0,1000,309672,198
2025-10-23 03:50:37.834,56.62,43.38,1024,387.39,90.0,1000,301182,172
2025-10-23 03:55:37.834,52.88,47.12,1024,806.28,90.0,1000,318289,192
2025-10-23 04:00:37.834,53.94,46.06,1024,738.58,90.0,1000,325451,192
2025-10-23 04:05:37.834,38.03,61.97,1024,563.65,90.0,1000,331165,154
2025-10-23 04:10:37.834,58.94,41.06,1024,809.69,90.0,1000,346497,208
2025-10-23 04:15:37.834,56.72,43.28,1024,357.06,90.0,1000,349039,179
2025-10-23 04:20:37.834,57.36,42.64,1024,462.37,90.0,1000,357309,188
2025-10-23 04:25:37.834,41.87,58.13,1024,633.97,90.0,1000,358667,170
2025-10-23 04:30:37.834,43.83,56.17,1024,486.4,90.0,1000,365393,167
2025-10-23 04:35:37.834,65.17,34.83,1024,782.53,90.0,1000,374686,224
2025-10-23 04:40:37.834,54.25,45.75,1024,340.8,90.0,1000,383158,180
2025-10-23 04:45:37.834,61.46,38.54,1024,588.5,90.0,1000,371062,206
2025-10-23 04:50:37.834,54.92,45.08,1024,609.72,90.0,1000,367751,196
2025-10-23 04:55:37.834,54.94,45.06,1024,641.4,90.0,1000,377126,199
2025-10-23 05:00:37.834,68.02,31.98,1024,438.1,90.0,1000,381111,212
2025-10-23 05:05:37.834,53.48,46.52,1024,493.86,90.0,1000,380715,189
2025-10-23 05:10:37.834,59.6,40.4,1024,739.16,90.0,1000,384776,215
2025-10-23 05:15:37.834,54.01,45.99,1024,407.01,90.0,1000,375947,185
2025-10-23 05:20:37.834,54.29,45.71,1024,730.56,90.0,1000,382239,205
2025-10-23 05:25:37.834,55.55,44.45,1024,595.28,90.0,1000,385210,201
2025-10-23 05:30:37.834,60.86,39.14,1024,697.44,90.0,1000,385892,216
2025-10-23 05:35:37.834,53.85,46.15,1024,672.57,90.0,1000,384461,202
2025-10-23 05:40:37.834,71.19,28.81,1024,413.45,90.0,1000,386309,219
2025-10-23 05:45:37.834,49.69,50.31,1024,598.43,90.0,1000,384115,191
2025-10-23 05:50:37.834,56.77,43.23,1024,751.47,90.0,1000,381524,213
2025-10-23 05:55:37.834,54.24,45.76,1024,528.44,90.0,1000,395835,197
2025-10-23 06:00:37.834,74.47,25.53,1024,802.09,90.0,1000,383143,248
2025-10-23 06:05:37.834,61.97,38.03,1024,538.73,90.0,1000,370615,209
2025-10-23 06:10:37.834,70.32,29.68,1024,380.31,90.0,1000,376867,215
2025-10-23 06:15:37.834,45.14,54.86,1024,506.59,90.0,1000,367109,176
2025-10-23 06:20:37.834,62.67,37.33,1024,794.47,90.0,1000,351081,223
2025-10-23 06:25:37.834,68.9,31.1,1024,470.9,90.0,1000,359195,216
2025-10-23 06:30:37.834,60.82,39.18,1024,751.67,90.0,1000,369276,219
2025-10-23 06:35:37.834,70.65,29.35,1024,758.4,90.0,1000,358812,236
2025-10-23 06:40:37.834,54.83,45.17,1024,486.5,90.0,1000,344449,190
2025-10-23 06:45:37.834,74.09,25.91,1024,349.83,90.0,1000,334699,215
2025-10-23 06:50:37.834,82.99,17.01,1024,678.17,90.0,1000,329100,250
2025-10-23 06:55:37.834,56.37,43.63,1024,466.69,90.0,1000,344411,192
2025-10-23 07:00:37.834,54.18,45.82,1024,708.06,90.0,1000,340973,201
2025-10-23 07:05:37.834,73.17,26.83,1024,533.84,90.0,1000,347628,226
2025-10-23 07:10:37.834,74.43,25.57,1024,555.66,90.0,1000,353402,231
2025-10-23 07:15:37.834,53.41,46.59,1024,705.49,90.0,1000,363981,203
2025-10-23 07:20:37.834,54.44,45.56,1024,502.97,90.0,1000,358973,192
2025-10-23 07:25:37.834,55.82,44.18,1024,534.08,90.0,1000,358892,196
2025-10-23 07:30:37.834,45.19,54.81,1024,499.81,90.0,1000,357138,175
2025-10-23 07:35:37.834,49.45,50.55,1024,495.28,90.0,1000,361442,183
2025-10-23 07:40:37.834,48.6,51.4,1024,576.48,90.0,1000,371169,187
2025-10-23 07:45:37.834,50.96,49.04,1024,721.31,90.0,1000,388597,202
2025-10-23 07:50:37.834,58.29,41.71,1024,492.43,90.0,1000,385472,202
2025-10-23 07:55:37.834,60.98,39.02,1024,575.62,90.0,1000,386603,211
2025-10-23 08:00:37.834,70.15,29.85,1024,650.61,90.0,1000,393536,233
2025-10-23 08:05:37.834,44.66,55.34,1024,445.15,90.0,1000,398431,176
2025-10-23 08:10:37.834,64.48,35.52,1024,449.29,90.0,1000,412151,213
2025-10-23 08:15:37.834,52.5,47.5,1024,785.11,90.0,1000,411288,211
2025-10-23 08:20:37.834,54.15,45.85,1024,677.65,90.0,1000,408109,207
2025-10-23 08:25:37.834,61.39,38.61,1024,602.72,90.0,1000,419119,217
2025-10-23 08:30:37.834,43.41,56.59,1024,638.83,90.0,1000,421544,187
2025-10-23 08:35:37.834,58.47,41.53,1024,322.2,90.0,1000,425866,196
2025-10-23 08:40:37.834,56.31,43.69,1024,623.67,90.0,1000,425284,209
2025-10-23 08:45:37.834,59.57,40.43,1024,568.07,90.0,1000,432701,213
2025-10-23 08:50:37.834,57.53,42.47,1024,586.62,90.0,1000,425780,209
2025-10-23 08:55:37.834,79.19,20.81,1024,491.22,90.0,1000,422114,241
2025-10-23 09:00:37.834,41.91,58.09,1024,348.91,90.0,1000,400928,163
2025-10-23 09:05:37.834,42.97,57.03,1024,406.19,90.0,1000,395908,167
2025-10-23 09:10:37.834,42.05,57.95,1024,793.98,90.0,1000,403360,189
2025-10-23 09:15:37.834,42.73,57.27,1024,516.45,90.0,1000,403732,173
2025-10-23 09:20:37.834,41.91,58.09,1024,546.14,90.0,1000,396340,172
2025-10-23 09:25:37.834,60.17,39.83,1024,334.19,90.0,1000,407776,194
2025-10-23 09:30:37.834,62.49,37.51,1024,326.43,90.0,1000,408884,197
2025-10-23 09:35:37.834,42.58,57.42,1024,674.4,90.0,1000,422434,183
2025-10-23 09:40:37.834,39.96,60.04,1024,582.7,90.0,1000,429287,174
2025-10-23 09:45:37.834,53.0,47.0,1024,567.66,90.0,1000,430793,196
2025-10-23 09:50:37.834,42.76,57.24,1024,431.68,90.0,1000,445473,172
2025-10-23 09:55:37.834,54.61,45.39,1024,688.51,90.0,1000,442476,207
2025-10-23 10:00:37.834,42.03,57.97,1024,393.34,90.0,1000,433717,166
2025-10-23 10:05:37.834,24.84,75.16,1024,404.45,90.0,1000,446512,137
2025-10-23 10:10:37.834,55.48,44.52,1024,543.08,90.0,1000,451348,200
2025-10-23 10:15:37.834,57.96,42.04,1024,453.78,90.0,1000,462498,201
2025-10-23 10:20:37.834,33.87,66.13,1024,433.9,90.0,1000,469549,157
2025-10-23 10:25:37.834,36.12,63.88,1024,637.56,90.0,1000,482697,174
2025-10-23 10:30:37.834,42.86,57.14,1024,640.5,90.0,1000,478605,186
2025-10-23 10:35:37.834,43.34,56.66,1024,729.35,90.0,1000,477096,191
2025-10-23 10:40:37.834,46.59,53.41,1024,521.07,90.0,1000,475502,184
2025-10-23 10:45:37.834,60.1,39.9,1024,344.62,90.0,1000,474017,197
2025-10-23 10:50:37.834,38.23,61.77,1024,447.32,90.0,1000,461480,162
2025-10-23 10:55:37.834,32.02,67.98,1024,808.96,90.0,1000,462788,172
2025-10-23 11:00:37.834,16.56,83.44,1024,612.48,90.0,1000,469117,133
2025-10-23 11:05:37.834,23.04,76.96,1024,670.59,90.0,1000,463672,147
2025-10-23 11:10:37.834,30.02,69.98,1024,310.97,90.0,1000,456363,137
2025-10-23 11:15:37.834,48.3,51.7,1024,572.52,90.0,1000,455275,185
2025-10-23 11:20:37.834,25.18,74.82,1024,326.41,90.0,1000,461552,129
2025-10-23 11:25:37.834,32.59,67.41,1024,598.65,90.0,1000,452946,157
2025-10-23 11:30:37.834,30.19,69.81,1024,778.63,90.0,1000,471629,165
2025-10-23 11:35:37.834,42.24,57.76,1024,803.03,90.0,1000,461235,187
2025-10-23 11:40:37.834,55.62,44.38,1024,583.96,90.0,1000,456670,197
2025-10-23 11:45:37.834,25.04,74.96,1024,541.8,90.0,1000,465742,140
2025-10-23 11:50:37.834,25.46,74.54,1024,791.05,90.0,1000,473483,157
2025-10-23 11:55:37.834,40.79,59.21,1024,652.09,90.0,1000,480523,177
2025-10-23 12:00:37.834,26.82,73.18,1024,340.43,90.0,1000,475039,132
2025-10-23 12:05:37.834,38.47,61.53,1024,545.65,90.0,1000,471074,164
2025-10-23 12:10:37.834,25.84,74.16,1024,430.21,90.0,1000,464222,134
2025-10-23 12:15:37.834,16.41,83.59,1024,547.74,90.0,1000,461661,123
2025-10-23 12:20:37.834,25.91,74.09,1024,540.4,90.0,1000,464723,140
2025-10-23 12:25:37.834,31.09,68.91,1024,605.26,90.0,1000,457833,152
2025-10-23 12:30:37.834,28.2,71.8,1024,489.87,90.0,1000,443847,138
2025-10-23 12:35:37.834,25.07,74.93,1024,391.31,90.0,1000,453201,127
2025-10-23 12:40:37.834,30.67,69.33,1024,565.1,90.0,1000,451760,147
2025-10-23 12:45:37.834,31.69,68.31,1024,732.26,90.0,1000,457744,160
2025-10-23 12:50:37.834,33.82,66.18,1024,647.17,90.0,1000,455271,158
2025-10-23 12:55:37.834,26.49,73.51,1024,480.44,90.0,1000,459613,135
2025-10-23 13:00:37.834,7.98,92.02,1024,786.19,90.0,1000,478223,122
2025-10-23 13:05:37.834,11.11,88.89,1024,774.25,90.0,1000,469077,126
2025-10-23 13:10:37.834,21.71,78.29,1024,414.39,90.0,1000,462853,123
2025-10-23 13:15:37.834,1.48,98.52,1024,327.38,90.0,1000,455647,80
2025-10-23 13:20:37.834,13.33,86.67,1024,686.75,90.0,1000,472481,125
2025-10-23 13:25:37.834,5.71,94.29,1024,730.94,90.0,1000,472336,114
2025-10-23 13:30:37.834,9.93,90.07,1024,802.75,90.0,1000,479436,127
2025-10-23 13:35:37.834,22.43,77.57,1024,762.8,90.0,1000,458285,144
2025-10-23 13:40:37.834,11.56,88.44,1024,614.67,90.0,1000,461281,116
2025-10-23 13:45:37.834,10.11,89.89,1024,578.59,90.0,1000,458395,111
2025-10-23 13:50:37.834,0.0,100.0,1024,321.45,90.0,1000,469504,79
2025-10-23 13:55:37.834,17.11,82.89,1024,433.49,90.0,1000,474774,117
2025-10-23 14:00:37.834,6.45,93.55,1024,542.52,90.0,1000,471416,104
2025-10-23 14:05:37.834,21.63,78.37,1024,628.99,90.0,1000,484054,139
2025-10-23 14:10:37.834,0.0,100.0,1024,592.51,90.0,1000,497427,99
2025-10-23 14:15:37.834,2.19,97.81,1024,687.43,90.0,1000,509473,111
2025-10-23 14:20:37.834,2.49,97.51,1024,450.44,90.0,1000,515573,98
2025-10-23 14:25:37.834,15.77,84.23,1024,596.46,90.0,1000,513355,131
2025-10-23 14:30:37.834,0.0,100.0,1024,352.33,90.0,1000,515211,88
2025-10-23 14:35:37.834,2.79,97.21,1024,519.0,90.0,1000,511878,103
2025-10-23 14:40:37.834,6.08,93.92,1024,691.28,90.0,1000,513648,119
2025-10-23 14:45:37.834,1.87,98.13,1024,662.22,90.0,1000,508891,110
2025-10-23 14:50:37.834,0.0,100.0,1024,814.41,90.0,1000,507534,115
2025-10-23 14:55:37.834,1.94,98.06,1024,449.48,90.0,1000,524682,100
2025-10-23 15:00:37.834,2.45,97.55,1024,562.27,90.0,1000,527169,108
2025-10-23 15:05:37.834,0.0,100.0,1024,475.92,90.0,1000,523730,98
2025-10-23 15:10:37.834,0.0,100.0,1024,532.79,90.0,1000,514928,101
2025-10-23 15:15:37.834,0.0,100.0,1024,745.96,90.0,1000,514130,113
2025-10-23 15:20:37.834,3.67,96.33,1024,657.52,90.0,1000,520093,116
2025-10-23 15:25:37.834,0.0,100.0,1024,759.01,90.0,1000,521187,116
2025-10-23 15:30:37.834,0.0,100.0,1024,411.4,90.0,1000,520755,96
2025-10-23 15:35:37.834,0.0,100.0,1024,754.36,90.0,1000,524159,117
2025-10-23 15:40:37.834,7.37,92.63,1024,337.8,90.0,1000,527314,106
2025-10-23 15:45:37.834,0.0,100.0,1024,762.16,90.0,1000,532956,119
2025-10-23 15:50:37.834,0.0,100.0,1024,475.69,90.0,1000,538811,103
2025-10-23 15:55:37.834,10.53,89.47,1024,468.27,90.0,1000,538103,122
2025-10-23 16:00:37.834,0.0,100.0,1024,569.39,90.0,1000,536994,109
2025-10-23 16:05:37.834,0.0,100.0,1024,788.83,90.0,1000,537001,122
2025-10-23 16:10:37.834,0.0,100.0,1024,331.66,90.0,1000,541483,97
2025-10-23 16:15:37.834,0.0,100.0,1024,487.54,90.0,1000,550452,107
2025-10-23 16:20:37.834,0.0,100.0,1024,745.76,90.0,1000,547757,123
2025-10-23 16:25:37.834,0.0,100.0,1024,509.98,90.0,1000,546447,109
2025-10-23 16:30:37.834,0.0,100.0,1024,409.17,90.0,1000,539940,103
2025-10-23 16:35:37.834,0.0,100.0,1024,524.69,90.0,1000,527977,108
2025-10-23 16:40:37.834,0.0,100.0,1024,504.6,90.0,1000,518075,106
2025-10-23 16:45:37.834,0.0,100.0,1024,775.89,90.0,1000,510045,121
2025-10-23 16:50:37.834,0.0,100.0,1024,697.31,90.0,1000,504719,116
2025-10-23 16:55:37.834,0.0,100.0,1024,565.82,90.0,1000,508398,109
2025-10-23 17:00:37.834,0.0,100.0,1024,813.25,90.0,1000,499827,123
2025-10-23 17:05:37.834,0.0,100.0,1024,545.42,90.0,1000,499969,108
2025-10-23 17:10:37.834,0.0,100.0,1024,337.02,90.0,1000,506671,97
2025-10-23 17:15:37.834,0.0,100.0,1024,441.48,90.0,1000,500033,102
2025-10-23 17:20:37.834,0.0,100.0,1024,530.47,90.0,1000,496098,107
2025-10-23 17:25:37.834,0.0,100.0,1024,387.53,90.0,1000,485537,98
2025-10-23 17:30:37.834,0.0,100.0,1024,792.35,90.0,1000,477917,121
2025-10-23 17:35:37.834,0.0,100.0,1024,699.83,90.0,1000,488876,117
2025-10-23 17:40:37.834,0.0,100.0,1024,444.56,90.0,1000,492916,103
2025-10-23 17:45:37.834,0.0,100.0,1024,609.69,90.0,1000,510113,116
2025-10-23 17:50:37.834,0.0,100.0,1024,676.58,90.0,1000,504217,119
2025-10-23 17:55:37.834,0.0,100.0,1024,789.13,90.0,1000,516284,128
2025-10-23 18:00:37.834,0.0,100.0,1024,758.6,90.0,1000,510454,126
2025-10-23 18:05:37.834,0.0,100.0,1024,570.98,90.0,1000,506444,115
2025-10-23 18:10:37.834,0.0,100.0,1024,703.82,90.0,1000,528223,126
2025-10-23 18:15:37.834,0.0,100.0,1024,595.02,90.0,1000,521542,119
2025-10-23 18:20:37.834,0.0,100.0,1024,590.18,90.0,1000,534236,121
2025-10-23 18:25:37.834,0.0,100.0,1024,365.95,90.0,1000,533980,108
2025-10-23 18:30:37.834,0.0,100.0,1024,371.78,90.0,1000,525364,107
2025-10-23 18:35:37.834,0.0,100.0,1024,578.32,90.0,1000,513919,118
2025-10-23 18:40:37.834,0.0,100.0,1024,444.86,90.0,1000,514760,110
2025-10-23 18:45:37.834,0.0,100.0,1024,317.97,90.0,1000,505772,102
2025-10-23 18:50:37.834,0.0,100.0,1024,677.29,90.0,1000,503408,123
2025-10-23 18:55:37.834,0.0,100.0,1024,323.83,90.0,1000,488171,100
2025-10-23 19:00:37.834,0.0,100.0,1024,611.98,90.0,1000,491007,118
2025-10-23 19:05:37.834,0.0,100.0,1024,583.27,90.0,1000,478667,115
2025-10-23 19:10:37.834,0.0,100.0,1024,803.23,90.0,1000,478186,128
2025-10-23 19:15:37.834,0.0,100.0,1024,555.12,90.0,1000,467116,112
2025-10-23 19:20:37.834,0.0,100.0,1024,339.76,90.0,1000,476923,101
2025-10-23 19:25:37.834,0.0,100.0,1024,589.66,90.0,1000,460044,113
2025-10-23 19:30:37.834,0.0,100.0,1024,737.84,90.0,1000,457780,122
2025-10-23 19:35:37.834,0.0,100.0,1024,817.59,90.0,1000,462256,127
2025-10-23 19:40:37.834,0.0,100.0,1024,527.54,90.0,1000,465127,110
2025-10-23 19:45:37.834,0.0,100.0,1024,471.19,90.0,1000,455152,106
2025-10-23 19:50:37.834,0.0,100.0,1024,771.41,90.0,1000,441234,122
2025-10-23 19:55:37.834,0.0,100.0,1024,405.12,90.0,1000,447485,101
2025-10-23 20:00:37.834,0.0,100.0,1024,622.3,90.0,1000,446496,114
2025-10-23 20:05:37.834,0.0,100.0,1024,514.93,90.0,1000,437922,106
2025-10-23 20:10:37.834,0.0,100.0,1024,328.23,90.0,1000,444464,96
2025-10-23 20:15:37.834,0.0,100.0,1024,485.01,90.0,1000,439963,105
2025-10-23 20:20:37.834,0.0,100.0,1024,443.0,90.0,1000,434704,101
2025-10-23 20:25:37.834,0.0,100.0,1024,658.48,90.0,1000,427770,113
2025-10-23 20:30:37.834,0.39,99.61,1024,792.98,90.0,1000,421695,121
2025-10-23 20:35:37.834,0.0,100.0,1024,444.44,90.0,1000,415331,99
2025-10-23 20:40:37.834,0.0,100.0,1024,722.67,90.0,1000,417957,115
2025-10-23 20:45:37.834,0.0,100.0,1024,335.54,90.0,1000,430362,94
2025-10-23 20:50:37.834,0.0,100.0,1024,582.72,90.0,1000,419188,107
2025-10-23 20:55:37.834,0.0,100.0,1024,343.32,90.0,1000,416460,92
2025-10-23 21:00:37.834,0.0,100.0,1024,785.42,90.0,1000,415148,118
2025-10-23 21:05:37.834,0.0,100.0,1024,699.57,90.0,1000,418864,113
2025-10-23 21:10:37.834,0.0,100.0,1024,644.07,90.0,1000,426771,111
2025-10-23 21:15:37.834,0.0,100.0,1024,729.03,90.0,1000,425496,116
2025-10-23 21:20:37.834,9.69,90.31,1024,638.73,90.0,1000,420399,127
2025-10-23 21:25:37.834,0.0,100.0,1024,803.3,90.0,1000,425024,119
2025-10-23 21:30:37.834,0.0,100.0,1024,672.75,90.0,1000,411903,110
2025-10-23 21:35:37.834,0.0,100.0,1024,780.63,90.0,1000,394751,113
2025-10-23 21:40:37.834,5.71,94.29,1024,571.97,90.0,1000,415474,114
2025-10-23 21:45:37.834,0.96,99.04,1024,367.14,90.0,1000,409011,92
2025-10-23 21:50:37.834,0.0,100.0,1024,577.63,90.0,1000,405701,102
2025-10-23 21:55:37.834,0.0,100.0,1024,372.16,90.0,1000,410052,90
2025-10-23 22:00:37.834,6.98,93.02,1024,610.56,90.0,1000,412828,117
2025-10-23 22:05:37.834,3.93,96.07,1024,554.24,90.0,1000,419910,109
2025-10-23 22:10:37.834,8.95,91.05,1024,625.96,90.0,13940,427411,125
2025-10-23 22:15:37.834,6.35,93.65,1024,312.34,90.0,19005,415871,100
2025-10-23 22:20:37.834,10.5,89.5,1024,406.96,90.0,19759,426025,115
2025-10-23 22:25:37.834,0.0,100.0,1024,558.76,90.0,23129,430111,105
2025-10-23 22:30:37.834,13.17,86.83,1024,793.86,90.0,40109,433135,145
2025-10-23 22:35:37.834,1.98,98.02,1024,503.61,90.0,38789,436515,108
2025-10-23 22:40:37.834,20.75,79.25,1024,524.48,90.0,37979,418657,140
2025-10-23 22:45:37.834,0.0,100.0,1024,673.12,90.0,17322,416978,108
2025-10-23 22:50:37.834,17.36,82.64,1024,616.34,90.0,15851,409245,134
2025-10-23 22:55:37.834,1.98,98.02,1024,460.25,90.0,18495,400360,96
2025-10-23 23:00:37.834,3.13,96.87,1024,517.54,90.0,10872,396457,99
2025-10-23 23:05:37.834,4.81,95.19,1024,418.66,90.0,1000,403061,96
2025-10-23 23:10:37.834,6.44,93.56,1024,801.8,90.0,1000,405358,121
2025-10-23 23:15:37.834,13.89,86.11,1024,374.08,90.0,1000,408858,110
2025-10-23 23:20:37.834,14.88,85.12,1024,497.58,90.0,1000,405287,118
2025-10-23 23:25:37.834,3.91,96.09,1024,320.43,90.0,1000,408298,88
2025-10-23 23:30:37.834,9.4,90.6,1024,420.75,90.0,1000,406705,103
2025-10-23 23:35:37.834,31.07,68.93,1024,706.8,90.0,1000,414298,159
2025-10-23 23:40:37.834,26.92,73.08,1024,410.2,90.0,17040,419864,137
2025-10-23 23:45:37.834,14.01,85.99,1024,348.19,90.0,27424,421142,111
2025-10-23 23:50:37.834,10.03,89.97,1024,550.12,90.0,36970,414732,116
